id,Lst_1,Z-score,p-value,Lst_1_2,NDVISAMPLE,NDBISAMPLE
89964,59.978210449218750,-0.3650333598,0.7150865044,59.978210449218750,0.317236125469208,0.139348641037941
89967,60.237365722656250,-0.3067872337,0.7590053260,60.237365722656250,0.228355467319489,0.088644266128540
89966,60.395233154296875,-0.2980461963,0.7656679054,60.395233154296875,0.245531380176544,0.036341007798910
89953,60.461273193359375,-0.2761679471,0.7824190747,60.461273193359375,0.215035930275917,0.068175509572029
89952,60.402587890625000,-0.2076455343,0.8355057479,60.402587890625000,0.232803419232368,0.117303907871246
89955,61.289855957031250,-0.1431974903,0.8861342119,61.289855957031250,0.226486980915070,0.083513446152210
89954,60.248413085937507,-0.1859498338,0.8524841019,60.248413085937507,0.264242619276047,0.163955122232437
89957,60.149200439453125,-0.2806160048,0.7790049390,60.149200439453125,0.292479097843170,0.152832716703415
89956,60.712310791015625,-0.1518738008,0.8792864725,60.712310791015625,0.235279381275177,0.099324665963650
89959,60.343872070312493,-0.3616545334,0.7176102074,60.343872070312493,0.292289465665817,0.124460756778717
89958,59.904602050781250,-0.3621200776,0.7172623006,59.904602050781250,0.231151953339577,0.122968815267086
89977,59.891723632812493,-0.3705157009,0.7109982800,59.891723632812493,0.345728397369385,0.166972801089287
89976,59.876983642578125,-0.3996697748,0.6893997570,59.876983642578125,0.328028559684753,0.138165131211281
89979,59.864105224609375,-0.3677841695,0.7130341739,59.864105224609375,0.390349537134171,0.198298320174217
89978,60.512603759765625,-0.4045790336,0.6857869727,60.512603759765625,0.199685007333755,0.044977951794863
89981,60.435577392578125,-0.3557143124,0.7220545255,60.435577392578125,0.190902367234230,0.049472037702799
89980,59.930358886718750,-0.3855316535,0.6998435594,59.930358886718750,0.227977663278580,0.199515223503113
89983,61.446685791015625,-0.2076833677,0.8354762052,61.446685791015625,0.292364448308945,0.122776731848717
89982,60.202484130859375,-0.1986233105,0.8425574178,60.202484130859375,0.300145149230957,0.166748076677322
